Athlete_ID,Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Heart_Rate,Event_Label,Acc_X_filt,Acc_Y_filt,Acc_Z_filt,Gyro_X_filt,Gyro_Y_filt,Gyro_Z_filt,Heart_Rate_clean,AccMag,GyroMag
A001,2025-05-11 12:14:53.417747,-2.5981574032585555,2.205079456209523,-0.649083760662414,-48.45796609568771,15.407056604322634,164.5505342799188,166.0,Accel,-2.5974489528842066,2.204663193638351,-0.6484837164963365,-48.411587571713774,15.296617173736843,164.6079548779711,165.89185644847208,3.4681136069603915,172.25982444343123
A001,2025-05-11 12:14:53.517747,-2.862470561102178,2.173831419460024,-2.0541837850021167,5.137738359318405,34.97425361393303,-15.28365334557165,159.0,Jump_Takeoff,-1.7374849594626662,1.9352157567333963,-0.3110659609221432,-81.80451637924861,-19.217659619450906,90.37420758037837,156.20222151451944,2.6192892244867902,123.40500288510651
A001,2025-05-11 12:14:53.617747,-1.0454408764326149,2.755974649403204,2.696017851149545,-175.9604796081135,-107.48155322794814,177.75721524397056,120.0,Stop,-0.20978457717346632,1.624881982281653,0.04014748478507975,-80.9236436940402,0.6618346943311497,28.506813071741547,147.09981988448916,1.6388602276271067,85.8004226410908
A001,2025-05-11 12:14:53.717747,2.9319393294840754,0.0052197202929935,-1.8350275355129424,-8.25597015578191,131.9094466289367,-172.1495544752176,119.0,Sprint_Mid,1.3882171154543275,1.5146793039891153,0.39745267195588196,-44.10740903382091,68.7967234249928,-17.46870093067278,139.05152998080442,2.0926941439250397,83.56798548425724
A001,2025-05-11 12:14:53.817747,2.5177302158460524,1.217080243061095,1.61157836694165,-44.26691105366902,147.3037253750021,104.18686284218028,121.0,Start_Run,1.922454546608886,1.6272176701957226,0.6822945688933848,-8.240077214286497,128.41029471468792,-47.57202231459113,132.4297193940933,2.6094433714330307,137.18673393703332
A001,2025-05-11 12:14:53.917747,0.8311502771499875,2.389554502048947,0.7793022220271961,86.69435685556152,121.12052265346064,-160.2937310724227,92.0,Landing,1.2448638384048767,1.3606709932178995,0.7363126790305083,-11.096244438032597,139.36634455494985,-57.95937199671272,127.48234971753547,1.9857663229226628,151.34527887413896
A001,2025-05-11 12:14:54.017747,-2.542717891318807,0.9163406373340396,0.1593333412071129,-113.6950338655345,137.61112440333503,-56.430505836452426,89.0,Stop,0.16923540427863454,0.2407889081361661,0.47077051763432903,-45.79431770996381,118.7480064816202,-45.13187658896516,124.31646080130547,0.5551979832604348,135.03738320302864
A001,2025-05-11 12:14:54.117747,2.721441224473784,-1.901187770569381,0.6362007151222704,-103.83043155462312,41.0633945018634,80.15389284990835,171.0,Sprint_Mid,-0.7660160846232029,-1.0813284512880326,0.03840416442054008,-68.1105079463951,106.18431128541916,-11.259669223848606,122.8963020387278,1.3257174439944874,126.65279075845596
A001,2025-05-11 12:14:54.217747,-2.9569533698972768,-1.9121215110920269,-1.0173158760098346,13.758636143626063,150.9397960257836,14.517672207139896,145.0,Sprint_Mid,-1.6152227725842454,-1.2976544536579644,-0.25162583099151004,-49.62903952604601,105.76829484581782,36.53274489995759,123.0553078382049,2.087143321622944,122.4116628789719
A001,2025-05-11 12:14:54.317747,-1.855944319471251,0.3162574210001878,-0.5553860834031372,-39.58622004445016,111.51133827683896,-33.26459982041476,92.0,Landing,-2.2159058920007166,-0.04068002996032217,-0.17923722749605708,-5.370219806010873,84.25275687442722,79.16425614932739,124.51937714248001,2.223515183389027,115.73394382540731
A001,2025-05-11 12:14:54.417747,-2.651619966653453,2.137464250149722,2.7636048600751275,67.82736112405473,-48.82741412397112,157.8961136861019,124.0,Landing,-1.9775425526115842,1.5015335928937819,0.3030999339249221,32.1923958017898,26.425843542724866,81.87083061153558,126.93815591723184,2.501429041152945,91.85591140164262
A001,2025-05-11 12:14:54.517747,-0.8115658233612679,0.8862680092089907,-1.6115242669371082,21.049891802167792,103.24515631055516,132.13137555960623,89.0,Start_Run,-0.7182281440105273,1.8358968708436507,1.039198722617781,45.87981566416544,-27.31516476617335,27.44174523915169,129.92123476979296,2.2285203549244827,60.034365936116146
A001,2025-05-11 12:14:54.617747,1.6687539677191303,2.363870351298649,1.3467625395084708,-12.537469203610216,-148.8566631816909,-159.49873846855866,167.0,Start_Run,0.869502400509433,0.8011704043455289,1.4956708632315485,35.5474060285658,-16.89977452291527,-45.7866314715229,133.07647046071864,1.9065518016593856,60.379102972751625
A001,2025-05-11 12:14:54.717747,1.887926703564303,-1.259695726225349,2.9484902772228203,113.89326808080256,74.87298049791156,-157.91487913344744,168.0,Accel,1.8923950929723048,-0.3055753373838774,0.983091679751783,7.781040431830531,61.27165319639667,-75.28038435405016,136.0472339467669,2.1542991262868094,97.37502936643874
A001,2025-05-11 12:14:54.817747,1.7403318344253051,-1.6258495242491864,-0.6465109120386661,-83.29264141710857,174.38977230518395,127.5107201300014,178.0,Landing,2.081216263432617,-0.2270583887935239,-0.41740014242175855,-23.466870401547865,132.51400716448165,-46.53901853663959,138.54455224443902,2.1347691973587306,142.39570340282398
A001,2025-05-11 12:14:54.917747,0.9350936914432446,2.4674709345257986,-2.44053048467185,-85.13587776639423,144.83087043915555,-77.63619246487441,150.0,Accel,1.750146703305012,0.923221131280978,-1.459716060010408,-39.22301960846135,119.37753925417711,-1.09981207006253,140.36987529122072,2.458886275569783,125.66085998503192
A001,2025-05-11 12:14:55.017747,2.519799137181855,2.950788420274597,-1.2762011997794112,71.03323450682257,34.955285619736,-3.982997924528007,143.0,Accel,1.294825634213639,2.0492723666904387,-0.9722694916377616,-32.10102834696667,31.122600947403342,24.995354560882173,141.4252821737,2.6117807374026127,51.22362794929975
A001,2025-05-11 12:14:55.117747,1.4765607731653605,1.0243544404723393,0.8618027287177235,-92.26183241969056,-171.95582384413515,111.13754287875828,166.0,Accel,1.0315650711999333,2.4260345102294436,0.6380904491431112,-17.02590536906243,-46.77094298744126,38.17770451279609,141.710099565034,2.7123660081618035,62.72909758188077
A001,2025-05-11 12:14:55.217747,-0.6339552414340619,1.6000349120169233,2.632775458517145,-26.161262649357184,98.69644529897975,-10.65325699194858,149.0,Jump_Takeoff,1.18948042008439,2.132035065516297,1.7874313342913215,-19.55930521688513,-49.14607674941053,60.10974880875074,141.3052638883065,3.0257805546935606,80.06925241487728
A001,2025-05-11 12:14:55.317747,2.380508187678388,2.520005008497929,2.446352058776056,9.800910576142511,-101.01037011951462,107.29676982125534,96.0,Stop,1.6523285353399313,1.4353697238022172,1.5948445963033724,-50.61991985665033,6.31535043121257,85.55104980088488,140.34865727434595,2.7081368353657322,99.60543187696243
A001,2025-05-11 12:14:55.417747,2.573005792522755,0.5480034753644905,-2.272780335769844,-113.74924871431364,163.56792431694402,85.74069085078258,125.0,Start_Run,1.9502442156885016,0.5327217739176761,0.7168019177664342,-89.22387768987787,50.63500598272907,79.95534157612343,139.00593467725977,2.145005822497014,130.06790852260164
A001,2025-05-11 12:14:55.517747,2.243443432711002,0.423317129699833,2.2700136353255225,-109.48601337151054,-119.88940547788056,27.207765251431283,117.0,Jump_Takeoff,1.835555284714492,-0.14445880238270675,0.21306877892912968,-97.59306442065937,35.441753038765206,20.944330358358,137.44193861622037,1.8535182365931813,105.92067341003752
